id,gid,name,artist_credit,length,comment,edits_pending,last_updated,video
14983260,49ea3d92-770c-4d59-924f-113397e36da0,Play Car (Version),295188,199000,"",0,2013-06-05 18:46:24.529824+02,f
2069398,61d17d99-cb92-4cce-8e51-72d998c3d7f7,After the Dance (instrumental),962,333866,"",0,,f
10681160,49106822-9d09-40d5-b892-bdd22ac8ffb0,Free Son,469473,,"",0,,f
13209382,6bf8b830-a810-49cc-8681-2a3e82b48858,Κι εσύ αργείς,219729,,"",0,2012-02-01 16:16:06.769627+01,f
2069409,baee67cf-6cb8-45b4-9f2c-26fe20ad6f5e,Is Anybody Thinking About Their Living,962,263520,"",0,,f
7358181,8634251f-b724-4677-b0ff-c1e913dce8a8,"Symphony No. 14, BVN 336 ""Morgenen"": VI. ""Farmænd"" farer til kontoret (""Dads"" Rush to the Office)",471912,101866,"",0,,f
2175917,b8f2dbd1-704b-4c2f-b738-f65a94acbc83,Baby Please Don't Go,58589,194666,"",0,,f
9789005,f5f1ad84-5561-408e-9037-6cc898c78f01,Plump,3382,343000,"",0,,f
11152096,8f1e2da6-0905-4b21-a309-6920ead9f30d,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 169. Tempo I. Allegro impetouso",1139422,80773,"",0,2013-03-14 18:49:54.801241+01,f
5977379,2623329d-deae-4613-b74c-26bdb29947cb,Spawned by Evil,79977,201666,"",0,,f
10238872,c189a421-e8ac-45bf-a0a0-c5e0eec9d5d0,Haust,132349,164466,"",0,,f
547856,82fe689c-b950-4bf4-aff2-1df0a9fafd0b,I Want You (intro jam),962,19733,"",0,,f
13168479,8e79921a-abab-4509-8af4-5ad2a2412994,Питерский флоу,529441,243000,"",0,2012-01-21 00:06:54.291585+01,f
9788998,66713bbd-8df9-4ddd-adf7-2a925424d943,Contigo,403795,308000,"",0,,f
10238875,90fa722c-524a-4c82-a339-fa40abf90109,Danset natten lang,132349,187360,"",0,,f
7358176,be2d4c39-1361-4499-8396-285463f6a080,"Symphony No. 14, BVN 336 ""Morgenen"": I. Indledningsfanfare (Introductory Fanfare)",471912,131680,"",0,,f
10238879,6d563322-b8ae-4752-b96d-783a3a5d5ef4,Sundagskveld,132349,175333,"",0,,f
5271175,38577a3c-306a-4891-8af4-d78479630e38,Help Me Through the Day,325605,366026,"",0,,f
3501144,cc8a8bbc-f3e3-4c19-92fa-715d22591a69,Don't Turn Me On,11340,189706,"",0,,f
2175908,c8d23ce2-ffa0-4251-9c8d-83549300526f,Frisco Bay,58589,201693,"",0,,f
6257473,404b01b2-6d80-411a-97a8-c423806a3a57,Strange Love (Feel All My Love Inside) (instrumental),962,177706,"",0,,f
8229826,acd64ce1-d663-4baa-97ac-a372398746e8,In 10city,335106,249000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:30:55.150019+02,f
5930432,addaa94a-f2bb-4b63-a598-78617d2a797f,Gå med I lunden,187812,179000,"",0,,f
6257463,6639d78a-9096-4a46-a77d-d57c49738a60,Feel All My Love Inside,962,203826,"",0,,f
12290749,65d69bf5-05f9-44cc-a378-c2866331b7c1,Der Winter ist gekommen,761525,136360,"",0,,f
4554726,481b0b0b-b8b8-4447-ad35-79314134a67c,Broch yng Nghod (Badger in the Bag),199457,,"",0,,f
2899489,47d32392-6bc4-429c-9d95-78ec93132ad7,"Never, Never, Never (Grande, Grande, Grande)",20422,246133,"",0,,f
3199561,f8d38ada-c0c9-454d-ad17-c5ce263cabd4,Greenman,3214,,"",0,,f
2322700,b03841ec-0aa1-4ca1-8f54-c5cfe2e3bc3c,Right Where I Was Told,158469,159373,"",0,,f
3062924,84ebd9e4-6ec0-4377-a049-59f500f04505,Mais dans la lumière,51778,217866,"",0,2011-11-04 17:04:23.715624+01,f
10320249,8cd5f71b-b06b-44c9-86cf-6a5c44603613,בינתיים רוקד,153623,,"",0,,f
11152099,12c07515-254c-48e0-abfc-fde0515ea449,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 408. ""Veni, creator spiritus""",1139422,184106,"",0,2013-03-14 18:49:54.801241+01,f
1677172,8f97e917-1a6c-47a6-9bb8-b943fe7fcd81,Champagne & Reefer,8436,363426,"",0,,f
8229882,15064af9-0b61-4126-bb22-1ce36111f4dc,Rocking (Stoneface & Terminal remix),127468,315000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:48.269409+02,f
547853,96a04f6c-6526-4554-9188-735f1a1d1410,After the Dance (instrumental),962,265426,"",0,,f
11653741,73baed21-6498-4aba-9fa8-57e894abf835,Buddha's Birthday,608372,536000,"",0,,f
11152113,9fcf92d9-3055-4767-85d4-455cc5335893,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1093. ""Neige, neige"" (Una poenitentium)",1139422,49000,"",0,2013-03-14 18:49:54.801241+01,f
13782321,ab5b74ea-ab8b-4d01-b10c-035eac7c6c0c,Buckin' My Horse,1154853,270000,"",0,2013-04-19 20:00:24.079323+02,f
1677165,9be76f36-6d5e-4295-bba2-e6967d707a5b,I Wanna Get High,84,221933,"",0,,f
2819323,24248b0b-9009-4fe7-92fd-cec022cbfbbc,What About Love,2778,325533,"",0,2013-07-12 04:00:36.157567+02,f
11262540,80722302-1ae6-4d5d-9354-6239dd408027,Astronomica,55290,296000,"",0,,f
2735553,03bf8f78-e9d1-472d-a499-22c29774074e,Trip You Up,170912,,"",0,,f
7358177,79079fe4-8993-4bdf-90df-f5e48704ab0e,"Symphony No. 14, BVN 336 ""Morgenen"": II. Upåagtede morgenstjerner (Unnoticed Morning Stars)",471912,437493,"",0,,f
12889869,83079494-b69f-44ea-95fb-d9d5bf83c2f9,Falling Star (Radio Edit - Vandit),48339,220000,"",0,2011-11-01 06:54:27.361852+01,f
13782323,a1089270-2044-43dc-ba69-6d27fd933bcb,Why Do Rappers Lie?,1154853,207000,"",0,2013-04-19 20:00:24.079323+02,f
2899490,0371d13e-c6fd-40e4-ae77-b96d17059927,"Ae, Ao",20422,254200,"",0,,f
12215186,2ddd70ff-d7d9-4aaf-89da-7d714ce7e6b3,The Space Between Atoms,707464,,"",0,,f
4554741,8c73307b-8454-41cd-ba4c-3aa186ccdb69,Lledr Braf o Wymon (Fine Leather from Seaweed),199457,,"",0,,f
2069407,380fa96a-569c-42bc-a368-8878f2601b17,I Wanna Be Where You Are (After the Dance demo),962,241226,"",0,,f
7865367,acab63de-7713-4f02-b135-fc166399552d,"Summer Rainbow (Stardub's Stripped Down to the Bone"" edit)""",66574,,"",0,,f
5271177,aa359645-cbd0-400b-8804-a722058f6269,Ain't Nobody's Business,318914,224106,"",0,,f
72665,fe5c5b65-fd59-4f94-9f89-efdc490864ba,Long Count,5489,358000,"",0,,f
10320240,fa86488f-3724-4dba-9082-ad3ceecdfb48,מעבר לנהר,153623,,"",0,,f
14066373,df9079ee-bef2-4c55-9e59-ab0fbd881e43,Schizophreak,977507,366000,"",0,2012-10-08 19:49:27.166865+02,f
12290743,4245359d-7ac4-44e5-88c9-29b0892150d0,"Herr Wirt, so lösche unsre Brände",761525,133213,"",0,,f
6864078,9c1c5a60-32b3-4fb8-a63d-0bdbd9f977d4,Orion,5025,264213,"",0,,f
8656599,d7d81b1d-0078-402c-ac8c-6dc5a982a0f4,[untitled],222898,,"",0,,f
544046,cc27c0f9-d297-4987-a69f-89a2a4b39152,You've Lost That Lovin' Feeling,37921,279933,"",0,2011-11-23 19:00:17.212198+01,f
4721875,fe993d8c-acae-4d42-940c-af8212a7a5ef,One Life To Live,78207,215266,"",0,,f
7345351,ad39731d-f25c-4cd8-b823-bff84ab13293,The Jig Saw,57588,394720,"",0,,f
5930427,7337b359-7963-48e3-aa53-669a073d296e,Jeg vil leve á la carte,187812,210973,"",0,,f
1750763,b26a790e-18c8-480f-923f-8c7c80c853bb,One on One (12'' version),37921,332000,"",0,,f
5930387,c45414e0-6859-43d0-8fa4-7919269111f7,Jeg gi'r mit humør en gang lak,187812,205200,"",0,,f
12290761,9e5beb78-0905-4e6c-a0e2-e4556dfa186e,"Bet, Kinder bet",761525,61453,"",0,,f
14869544,bff8519b-6c05-4366-9b27-72aa5f2a329b,Back To The Wall,1159548,190000,"",0,2013-05-01 17:30:58.849982+02,f
1583288,0ea2fb7d-44db-43f2-a1be-974d2286ad4b,Sadness,112011,259360,"",0,,f
5930419,d97d454d-efda-440d-ab8b-8796b42b9102,Valencia,187812,149733,"",0,,f
4632437,39b11716-6508-41cc-a5bc-4c20baec2171,Into Another Life,212213,238000,"",0,,f
3972391,48a3bd6b-abea-4fe6-9062-e07f9b73dd47,Shimmy Shimmy Ya (extended a cappella),841922,207000,"",0,2012-10-29 12:38:49.701452+01,f
14583482,9633d587-4496-4fbd-bb61-a4e8aa5f538c,Dawning on the Red Streets [radio edit],826231,276000,"",0,2013-02-12 05:28:56.080463+01,f
7358180,fc40b19c-0f10-40a7-a951-079e3f142aff,"Symphony No. 14, BVN 336 ""Morgenen"": V. Radio-Caruso og tvangsenergi (Radio-Caruso and Forced Energy)",471912,355893,"",0,,f
11152111,77203aef-a2ad-4d62-ae9a-a8d105c47a81,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 780. ""Dir, der Unberührbaren"" (Chor I/II) - ""Du schwebst zu Höhen"" (Chor der Büsserinnen und Una poenitentium)",1139422,184306,"",0,2013-03-14 18:49:54.801241+01,f
15194508,0b662f31-5ca4-4c16-9320-cb74ca532172,"""Der Herr ist mein Hirt"", SWV 33",1206709,255000,"",0,2013-08-17 20:20:17.387859+02,f
14066362,885105de-8825-4f59-abd9-fd65623fa4bd,Brake Your Neck,977507,495000,"",0,2012-10-08 19:49:27.166865+02,f
3062925,33f6bedc-8278-4b32-99a8-7d82c66199fa,Summertime,51778,227560,"",0,2011-11-04 17:04:12.084469+01,f
14066376,4a2f2c4c-1a5e-45dc-a65f-46afdba8b94b,Trama,977507,454000,"",0,2012-10-08 19:49:27.166865+02,f
1750762,9849507c-e24c-42b3-84a9-265ba3323a13,Possession Obsession,37921,278560,"",0,,f
13782329,79285a2b-5031-4cb7-b87c-1f4f9f124b3d,My Hooptie,1154853,287000,"",0,2013-04-19 20:00:24.079323+02,f
2069404,ca55657d-adf5-4289-8fd5-a400a85ba74c,Soon I'll Be Loving You Again (alternate),962,270186,"",0,,f
14869549,40c2790a-6b7a-402d-ab36-cd220268d7fe,The Roman Games,1159548,328000,"",0,2013-05-01 17:30:58.849982+02,f
12290748,829a1fb2-f64d-4527-bb91-4a0806385879,Starkdeutschwalzer,761525,138186,"",0,,f
2090902,c83bcb39-70da-4a57-82af-8251ee597663,Dreams Shall Flesh,79977,318653,"",0,,f
2069405,c343247a-2e12-4c98-a6ff-89d44aea9251,I Want You (undubbed Instrumental),962,292266,"",0,,f
4554734,9a2db131-fd27-463d-9a34-52854d64a16e,Manawydan yn Llundain (Manawydan in London),199457,,"",0,,f
12290755,f3fa2bc2-cfd1-49c6-b3ab-d20ee6ff725d,Es ist an der Zeit,761525,305280,"",0,,f
4164535,b03c9f57-b346-469b-b63a-be10fb5ca694,Black Betty (version album),11340,238893,"",0,,f
4721877,b5b6c8e6-7d81-427e-84fe-f5de0c20a74c,Wake Me Up!,78207,237200,"",0,,f
4721876,4d2e7e0a-9240-4fcf-96d0-d8fb8fe74080,Fly Away,78207,460600,"",0,,f
5930379,2b5ffe14-13a3-4f8e-b5b2-3d09e451edc5,Det er håbløst at indhente tiden,187812,206466,"",0,,f
8445961,939d2bae-0511-4aa9-aa72-6a05177b9ebf,Objective One,157129,,"",0,,f
9788994,41facabd-3d50-444c-8a43-4294247fe4d7,Wagga,89460,124000,"",0,,f
6864069,bb760ee5-3f98-4477-ab18-56b7c68a5376,Back in the Day,1104,211386,"",0,,f
8445960,4c920a66-26e6-4719-b48b-6613bee16d62,Half Baked,157129,,"",0,,f
547854,cbac6f44-37e3-4bf5-b4db-08a0b9d89c9f,Feel All My Love Inside,962,202773,"",0,,f
5271172,907b3010-9414-429b-b5eb-99fe58805893,Castin' My Spell,125575,210746,"",0,,f
11152106,24d37c76-ea2c-4427-8d77-ff3efa4ee7db,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar Bar 384/385. ""Gerettet ist das edle Glied"" (Chor der Engel) - ""Hände verschlinget euch"" (Chor seliger Knaben)",1139422,57466,"",0,2013-03-14 18:49:54.801241+01,f
11152114,91320038-a87c-47af-8474-90e9831a3026,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1138. ""Er überwächst uns schon"" (Selige Knaben) - ""Vom edlen Geisterchor umgeben"" (Una poenitentium)",1139422,170266,"",0,2013-03-14 18:49:54.801241+01,f
11177649,2b083212-1464-4808-809d-981b2e53a694,"Tout donné, tout repris",51778,216040,"",0,2011-11-04 17:04:11.577741+01,f
13782326,7ccda090-8d67-41f4-bd14-4db38584e9c8,Posin' Like a Playa,1154853,266000,"",0,2013-04-19 20:00:24.079323+02,f
13209387,9da4f100-014b-41ab-926e-6dcd236b14a8,Έλα ε!,219729,,"",0,2012-02-01 16:16:06.769627+01,f
8229890,9480d8bf-7f8c-407c-80f1-1afeca71c290,Check My Beat,462963,115000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:32:20.664833+02,f
11485626,815ba813-595a-40ed-88e2-13bd8e756d80,Renegade in X-Ill,60455,267000,"",0,,f
2175912,3a40a780-3769-46ee-b3ee-afc65938868d,Names,58589,178466,"",0,,f
2899495,fccf2585-eca6-4fa7-9648-4f582c544c5e,If I Ever Needed You (I Need You Now),20422,226306,"",0,,f
12290756,129902d8-8cb3-43e0-8c8f-02c9d902d500,Die Taube,761525,218173,"",0,,f
12290738,3370f5d3-2968-40ed-bc61-33c944f9c80c,Ole's Tanz,761525,96760,"",0,,f
8229888,880e59ea-2df4-487c-b728-db2a0b0c67da,Explosion,352987,161000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:32:12.722381+02,f
14066372,1d8eea9b-422b-4737-871e-a440e9492980,Rhythm of the Roots,977507,389000,"",0,2012-10-08 19:49:27.166865+02,f
7865370,d35428be-8919-4d6c-806b-37b40843ed55,Cherrypoppers (Tom Clark remix),77940,,"",0,,f
7865369,97bb1769-efaa-4027-a385-219bb0808cf2,Blunt (Junkie Sartre remix),506278,,"",0,,f
4554728,bfb8bbeb-97f6-4eb0-829e-6e7fbdb28b4c,Enwi Pryderi (Naming Pryderi),199457,,"",0,,f
11653747,0bc8efbb-d742-4bf6-9188-bd5490c15e26,Teleportation Technology,754748,356000,"",0,,f
6257471,cc444461-f54d-4438-9e56-0b119e6901b0,"I Want You (vocal, promo only version)",962,218000,"",0,,f
2175914,399613df-b148-4b5d-94d3-f64298c82341,Speak of the Devil,58589,193600,"",0,,f
11152110,b2997fa8-6e90-464a-bbd3-a0def7c11970,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 639. ""Höchste Herrscherin in der Welt"" (Doctor Marianus)",1139422,226800,"",0,2013-03-14 18:49:54.801241+01,f
10320250,af56af76-2345-4b60-aa59-026522753e5e,סיטואציה,153623,,"",0,,f
4721874,426091be-1b51-4da3-921a-1ccd6949db7d,Perfect World,78207,249866,"",0,,f
11152095,9f79363a-dfac-4e75-b387-5b7cd7976246,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 122. ""Infirma nostri corporis""",1139422,128160,"",0,2013-03-14 18:49:54.801241+01,f
8672665,379869a7-2f63-402c-a0c0-d1cf9f94a63f,Laisse-moi t'aimer,51778,203000,"",0,2012-08-29 01:00:07.753359+02,f
7345348,d28de4fb-603f-4023-9153-6500ac35b75c,"Love Theme From ""Spartacus""",57588,340893,"",0,,f
5271178,acbd4217-d643-4859-ad80-d9bfd713d668,Running Shoes,6103,332760,"",0,,f
11485630,71ecc817-a49b-48dd-9529-b1247d05fb2a,Noizze Time,60455,252000,"",0,,f
12290759,8c58a8c3-7f8d-4f18-b829-2fccc48656db,The Leaving of Liverpool,761525,227720,"",0,,f
2322701,bc031616-a482-46bf-8974-6d2b45e09aed,Your Blood's Too Thick,158469,206306,"",0,,f
11256904,f3eb75d0-dbaf-4d1d-a303-e01ede423bc9,Pulse,94820,,"",0,,f
13168473,ed9042fb-6ba7-40fe-b566-6184cb8cb308,Журавлики,529441,220000,"",0,2012-01-21 00:06:54.291585+01,f
9788995,9557cc50-4afb-4a81-8473-a40d563397c1,Mother Earth,592846,334000,"",0,,f
11262541,c992e797-b94e-4471-bcf7-07f629386aca,Edge Of Forever,55290,348000,"",0,,f
9789006,cbb4b644-5a01-41ca-a570-60841e62f769,Melodie Für Jessica (Deep Dive Corp. mix),205715,357000,"",0,,f
5930391,bf8bf4d6-a8f0-4cc2-bb68-907961246b59,Jeg ku' bli' no'et så 1-2-3,187812,335533,"",0,,f
14066363,5c3704fb-a2ed-41a7-8a6f-3a02d0dbd4bf,Conclave Oibscrum,977507,192000,"",0,2012-10-08 19:49:27.166865+02,f
2716451,2aae963d-5eb9-4410-ae4b-9603046dca39,Ridden With Disease,79977,277800,"",0,,f
12290750,467137fa-550a-4434-a15b-110d7ff82e66,"Lustig, lustig ihr lieben Brüder",761525,270813,"",0,,f
13209388,ec29bf2a-072b-4e0d-8194-53852fddb029,Πιο ψηλά,219729,,"",0,2012-02-01 16:16:06.769627+01,f
13782322,f4e8f785-3408-4a8a-b4e9-fb67bf6f3c46,Baby Got Back,1154853,263000,"",0,2013-04-19 20:00:24.079323+02,f
12215187,967b0f2d-2ec5-4829-97d0-3606e700e77b,Return of The Astronaut,707464,,"",0,,f
8229819,03badfb2-bfc4-44b4-9fdd-75d23b80956c,Edge of Space,363392,335000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:30:28.95044+02,f
2175919,0591334b-82fc-4d9d-97c1-05a3793ac0bd,I'm Ready,58589,180026,"",0,,f
9789002,4d92e5f6-cf92-4acd-9e0b-83c15fbbb5e6,Better Days,356640,369000,"",0,,f
4632432,35944dcc-2333-4546-9d4a-ba5dc363f4f0,The Everlasting Grudge,212213,216000,"",0,,f
4708904,4ccdd2bb-e9aa-4f16-b228-f1d027df5085,Prelude,205712,56000,"",0,2013-06-05 18:46:24.529824+02,f
6864084,9196e51e-6cd0-4e8c-928b-2d8ca7043562,The Crestfallen,10971,227146,"",0,,f
11177647,c8b8b74d-7397-407f-8329-80b0bdf08ad9,Qui saura,51778,204133,"",0,2011-11-06 22:03:30.457856+01,f
2908089,06a4d37d-5e00-4609-b50a-3c936b71652d,Rien qu'une larme,51778,204000,"",0,,f
5271168,60081fa2-bc0a-4fa5-af03-01fc2b796f54,Come on in My Kitchen,203582,242493,"",0,,f
7358168,6aaac133-2e9b-4d62-ae54-8e653c8f484e,"Symphony No. 12, BVN 318 ""Hélsingeborg""",471912,426493,"",0,,f
6946458,4fd063fa-c0e9-4dfc-82ce-50534134d620,La Musique au fond du cœur,51778,195000,"",0,2011-06-18 01:00:13.767122+02,f
8656596,f1cf1fc9-8d85-4127-bc3d-cd342def9160,[untitled],222898,,"",0,,f
11653738,35e0feb2-dae8-40c2-b425-b96c0db5d0db,Bass Room,754767,386000,"",0,,f
14006987,925dee85-81fc-4eca-ac38-6e405ce9421f,Bong,470869,362000,"",0,2012-09-20 10:30:49.895005+02,f
12889866,8d6f7186-4b3e-402a-bfc7-dbdd1772dfcf,Falling Star (Radio Edit),48339,213000,"",0,2011-11-01 06:54:27.361852+01,f
13209381,445f619b-d477-4787-aafe-94fd1ca3b1bd,Να πληρώνω,219729,,"",0,2012-02-01 16:16:06.769627+01,f
4721883,341011f4-1035-4b0c-a31d-40d3d7e8ff36,Wake Me Up! (Extended Version),78207,590040,"",0,,f
