id,gid,name,artist_credit,length,comment,edits_pending,last_updated,video
11653743,44f92615-4c67-4e24-8956-d9c184ac1b12,Genius,618950,407000,"",0,,f
5930384,488bfbf0-1371-4599-8296-057fa245fd46,Er du tovlig Trine,187812,193973,"",0,,f
5930383,d77210a7-d36a-4b84-90fa-e925ccf745ec,"Parlez-moi d'mour, men kys mig først",187812,187826,"",0,,f
11485605,c9bfefc0-f42f-4d6e-b7dc-dbe1bcfd7f55,Promises (Con4t 2 a Fool),60455,311000,"",0,,f
11485612,b5e5bf41-1b7a-4012-ad9c-18a2b61c81b7,Jumping Jack Whiplash,60455,312000,"",0,,f
4164534,54d6d1a0-a534-433c-afbc-92d512d64b11,Black Betty (version courte),11340,154040,"",0,,f
547857,00eea104-822a-46a2-99a8-c8e2ec6ec7e6,All the Way Around,962,230373,"",0,,f
13168476,6dc7f2f2-ef0f-4d45-925e-4edd952232b3,Дышу,529441,174000,"",0,2012-01-21 00:06:54.291585+01,f
15194510,9f0f2f64-2acb-45de-bf50-2f7fea594eba,"""Ich hebe meine Augen auf zu den Bergen"", SWV 31",1206709,485000,"",0,2013-08-17 20:20:17.387859+02,f
10389432,5a94cc12-1c19-41c9-8bd8-b52aa74c1c01,Asthmatic Lion (Mexcore Flu-Nk remix by Toy Selectah),136847,250906,"",0,,f
5930397,c232982a-b227-481b-b4e3-0f3433ed5fe1,ABC visen,187812,203173,"",0,,f
12290760,ce8fe1ff-3a74-4be8-862b-ed5dabd45dda,"Tanz rüber, tanz nüber",761525,114520,"",0,,f
1750755,a3dee75e-bff8-49e6-b7b3-e685a42083b4,Have I Been Away Too Long,37921,263933,"",0,,f
4554744,d7f2d9db-c20e-4515-a1bd-95496fbfbe09,Geiriau Ymadael (Parting Words),199457,,"",0,,f
3972389,7df854b4-73a2-4eb8-9f10-312fb4982eb6,Shimmy Shimmy Ya (extended version),841922,230000,"",0,2012-10-29 12:38:49.701452+01,f
11262543,a1de786f-7ad3-4d61-bcbc-7719e9e4fb9c,Set The Night On Fire,55290,260000,"",0,,f
12290740,8f747bb5-b9d8-412b-9262-864374fc934f,Wiegenlied,761525,139226,"",0,,f
1750754,34b2b44b-6fe9-4540-9bf3-2a95980649eb,Everytime You Go Away (Remixed),37921,309000,"",0,,f
2069400,c1aebf31-5077-4b69-8c82-52765775521c,I Wanna Be Where You Are (unedited demo),962,367146,"",0,,f
9788996,475293c6-477d-4e2b-826d-8a0e2b55205c,Devil in My Bed,55741,347000,"",0,,f
13168474,8259441d-129d-4604-9940-a8516981991c,Мексика,529441,210000,"",0,2012-01-21 00:06:54.291585+01,f
7865371,95342246-a415-4416-9502-48270e22e2ed,Superpussy (Paul Brtschitsch remix),77940,,"",0,,f
2322705,4376b775-1aec-49c2-8e46-2c1c85d3ca3e,Not the Only Ones,158469,604094,"",0,,f
14869553,fffe7293-1e9f-43dc-9d7f-a73c969f3f97,Theories of Revolution,1159548,252000,"",0,2013-05-01 17:30:58.849982+02,f
11485604,d72b0e68-e046-4b8e-866e-ef16317506e6,Unity and Faith,60455,255000,"",0,,f
5930396,558a7e4b-3433-4717-97ca-68588acafc83,Det er en af de gutter,187812,166533,"",0,,f
6257465,7a1dc202-d08a-4c3a-b0fa-241f07f12b70,I Want You (intro jam),962,19786,"",0,,f
11262542,84c28646-d2a8-4c02-940c-ade6a5d9adb3,Rachel's Eyes,55290,273000,"",0,,f
14066366,e5702d86-f61a-4921-b34e-00f36dbf1c6b,Hypnodisc,977507,408000,"",0,2012-10-08 19:49:27.166865+02,f
4554730,34c186d1-ca46-4973-ae69-61a34399d2b2,Branwen yn Iwerddon (Branwen in Ireland),199457,,"",0,,f
13782330,714ffe44-8eb6-49dd-9f28-721fe89f1b11,Baby Got Back (Rock mix),1154853,279000,"",0,2013-04-19 20:00:24.079323+02,f
11152104,70699193-e2a1-48e9-9577-b76cba5648cf,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 219. ""Ewiger Wonnenbrand"" (Pater scstaticus)",1139422,79000,"",0,2013-03-14 18:49:54.801241+01,f
6257467,0393b69f-3d83-41ec-bc71-4926e511f34e,Since I Had You,962,245346,"",0,,f
5930392,9dea95e2-61c9-40f7-a530-cd8eb69be553,De gratis glæder,187812,184066,"",0,,f
12215183,95d0f89d-ebf5-4d0c-bfb8-d6bb7a949163,Holographic Dystopias,707464,,"",0,,f
1677163,5eb35fa4-eb5f-41d3-9cbd-a5b2a1f2210f,Rainy Day Women #12 & 35,965,219533,"",0,,f
4554725,7c4760cb-3420-4004-bb52-ba497c1bfeec,Rhiannon,199457,,"",0,,f
1677176,15b6d6b9-b0f2-40ea-9e60-e3a7f3083fd6,Homegrown,42477,148733,"",0,,f
4632434,915c6c57-746b-4e4c-9fed-205e8c494ee3,A Concept From Fire,212213,174000,"",0,,f
9106863,a2a5c66d-43e6-4697-a5a6-9aff6e7c6132,(Sittin' on) The Dock of the Bay,100768,161000,"",0,,f
5977382,181ff600-3e77-4e4d-b838-7afa924f65b9,Die by the Sword,79977,201706,"",0,,f
6257460,87b85206-6137-4c3d-b2cd-47d2de4111cd,I Want You (vocal),962,276160,"",0,,f
11292275,3001674f-e69d-4d15-a6e7-b2b7c928272c,Un grand bonheur,51778,211000,"",0,2011-06-18 01:00:09.762692+02,f
5930435,3c6e6f1b-0992-47eb-8ecc-416cf7077bed,Farvel - alt hvad i kan få,187812,186666,"",0,,f
11653742,f411681d-5e44-4702-9448-b7633230dcbc,Gone Tomorrow,754747,431000,"",0,,f
2069406,46d4b908-090e-4282-9db4-e3c705f2c150,After the Dance (Don't You Wanna Come),962,314666,"",0,,f
544042,d7fc72a8-b9f1-4dfe-bcdc-bae9dbcf2654,Sara Smile,37921,190493,"",0,,f
5930380,64de37a8-7ca1-4d13-9d5e-8a78062dbcbe,Skal vi svinge de små pusselanker,187812,158333,"",0,,f
5930433,72f55624-52f1-4dca-b3ed-5c8e8ce34fd6,Kom Karoline,187812,172600,"",0,,f
3972395,b1fdad6d-02b1-45f8-80dd-7ae204e07b6a,Baby C’mon (LP version instrumental),841922,222000,"",0,2012-10-29 12:38:49.701452+01,f
2322698,458734f9-9ab9-4d11-86c0-9de800f871e5,The Right Set (Keep It to Yourself),158469,159853,"",0,2012-04-06 00:12:28.274512+02,f
2899487,d35f5c03-3a63-45ac-9459-eed461556335,Love Is On Our Side Again,20422,243666,"",0,,f
9788992,c7401ef7-a03d-44c2-a543-5f9f13484d7f,Air Brake,196143,42000,"",0,,f
3501145,05db6641-3ca9-4a43-8913-ae79fa1b52a6,Ram Jam Thank You Mam,11340,244867,"",0,,f
12889867,10713c8f-bc9a-4a9a-9cf4-f10eab476b47,Falling Star (Awakening Mix),48339,243000,"",0,2011-11-01 06:54:27.361852+01,f
8229829,ef5d5738-8ced-43c7-afd6-e9ebd683f3f1,Revolution (vs. John Marks),352987,255000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:09.217526+02,f
11653737,f21f1956-8151-4558-a401-0991637a5db6,Sac'ki:15,754766,376000,"",0,,f
8642246,42a3574d-5b3f-4bfb-93db-97bf73a2806e,Est-ce que tu m'aimes encore ?,175650,203000,"",0,,f
8642243,0a468624-232c-497c-8b02-f4438d927f52,Repartir à zéro,175650,199000,"",0,,f
1677179,af5639df-2e02-4cb7-b0d0-3ec52e36914f,Too Rolling Stoned,46394,273467,"",0,,f
11152103,b0fad8e9-cff0-442f-a7b6-a63208db4057,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 167. Chor und Echo: ""Waldung, sie schwankt heran""",1139422,233693,"",0,2013-03-14 18:49:54.801241+01,f
10238871,f8cd1f98-88fc-49be-b15f-ed710b673823,I tospann,132349,223666,"",0,,f
6864079,94ba6f4d-4d39-43dd-865c-2cd7546d41c1,Chase Down the Moon,45601,234786,"",0,,f
2735552,9bb6b835-618a-40d5-8d4d-a96fe188936c,Out of my Sight,170912,,"",0,,f
9789000,1ce3e5b7-a1fc-42c2-93e7-07eba0a712a7,Irresistible,645346,237000,"",0,,f
4554742,f2e19088-7716-4553-937e-3a30fbe645b8,Cân Gwydion i Lleu (Gwydion's Song to Lleu),199457,,"",0,,f
1677167,ad31061c-ea3a-44af-bfc0-5adc7fffbe07,"Don't Step on the Grass, Sam",53232,343533,"",0,,f
10389427,7c358e21-09be-4185-a109-ecb43b0f5a40,Balazalak (Rude remix),136847,223693,"",0,,f
14869547,9c840b71-fcdf-4b6e-96a8-b10faba4406e,Blind Journey,1159548,220000,"",0,2013-05-01 17:30:58.849982+02,f
10389437,21b0a3a2-97d2-411c-af8b-572ec4cfe391,Simulakroa (Selector Matanzas remix),136847,312240,"",0,,f
313854,4cccbb15-741f-4969-a2f0-088a65f71fa6,Walking Wounded (Spring Heel Jack Hard vocal mix),319,365933,"",0,,f
547858,e85df01d-d9c9-4f94-bb9f-2ef087fee2f1,Since I Had You,962,245826,"",0,,f
5977342,ab91f9d8-67f8-47d5-839d-4428839d4f14,Nightmare,79977,207400,"",0,,f
4554738,b7c93645-dcea-409f-bcf7-f32112549245,Tra Bo Dau (When Two Hearts are True),199457,,"",0,,f
8642244,7214c658-c1d0-4c9d-9b8f-343e720dd290,Déranger,175650,270000,"",0,,f
14869554,3f1a157e-4de5-4475-bff2-b20efad416c7,Big Scary Monster,1159548,350000,"",0,2013-05-01 17:30:58.849982+02,f
2233773,bb69c386-8e1e-4fc3-8765-372a2edd6adf,Before the Dawn,79977,260306,"",0,,f
11152094,fdce115a-356a-446f-8112-ee72d7bcda58,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 46. ""Imple superna gratia""",1139422,182373,"",0,2013-03-14 18:49:54.801241+01,f
5930429,d8b3436a-624f-42db-84db-e1ab9f043cf1,Ta' og kys det hele fra mig,187812,183693,"",0,,f
10389433,afba6de5-f6f5-4eab-90a0-bfd7c5d9dbeb,Loturak (Xabi Pery remix),136847,229440,"",0,,f
8229886,da170661-72b1-4ff4-9c9a-94677e8de11d,Secret,305679,208000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:32:04.127942+02,f
547859,f5c86014-33e8-479f-b807-f04264ddd92b,Soon I'll Be Loving You Again,962,195173,"",0,,f
11292285,2b9b96ba-a0b8-4877-a38d-f28188abbe87,Felicita,51778,181000,"",0,2011-06-18 01:00:10.326396+02,f
1583289,23e52226-9dab-4b2e-8d71-0da241a89a44,Wine,112011,255826,"",0,,f
8229885,93a63d7e-9c8e-42ab-b7f5-b749527886e9,Arrogance,540530,261000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:58.786131+02,f
6864080,f45dcfe1-644d-44a5-8f09-fadb177b76a9,Ten Seconds,206599,273000,"",0,,f
5930393,7e045f96-7992-48f0-9102-3391f4cb62df,I dit korte liv,187812,204560,"",0,,f
2069399,f5f06034-1fa3-4575-9851-318cd42d21c2,Feel All My Love Inside (alternate),962,232413,"",0,,f
5930431,a1e3433a-4adb-4572-a23f-087b3febc2a7,Glemmer du,187812,193400,"",0,,f
5930418,8da8fcaf-8d27-4f83-86be-e160dc6d5b9c,La Garconne,187812,201106,"",0,,f
10238873,cf230c58-d571-4f94-8cf8-a9e1fa1dbe67,Klovnen,132349,231186,"",0,,f
8229877,b2c4cd43-38ab-44f2-9394-f54b30e5d8b8,Bango (Shaun Baker remix),540528,303000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:29.545268+02,f
13209380,7537e235-ebf5-474d-b54a-66be7f7141e3,Φεγγάρια σκοτεινά,219729,,"",0,2012-02-01 16:16:06.769627+01,f
313855,5714fc7e-31ca-4335-8e71-9104a22851be,Walking Wounded (Spring Heel Jack dub),319,409440,"",0,,f
12290742,0e3f6e19-1944-4534-9fea-a5e53c5936d9,Die Marketenderin,761525,187293,"",0,,f
5930440,d977807e-7650-4fd8-839b-e90e1487519c,Man har så mange glæder,187812,198840,"",0,,f
2899488,25eb13bb-ae37-4855-992f-79c59395cefb,I Know It's Over,20422,234600,"",0,,f
10389429,2fa7bd59-394e-4fc6-9c77-6f136ee005a4,Milaka Dub (David Bourguignon remix),136847,201626,"",0,,f
1583287,5a0db69d-8d48-4472-a031-dd352a3c169b,내 안의 너,112011,282013,"",0,,f
12290741,ad85f49a-22d4-4c2c-a573-dbdd5533ea7f,Jetzt kommt die längst gewünschte Stunde,761525,161053,"",0,,f
6257469,11a65c03-4fad-4a4b-985f-a29595c3b208,I Want You (intro jam),962,100786,"",0,,f
10320245,41907c9d-6987-4846-ba42-841d1fcdca31,כרטיס ללונה פארק,153623,,"",0,,f
13209385,ae813d3c-aa33-4633-9a92-cf1fb468fb10,Μια πέτρα που κυλάει,219729,,"",0,2012-02-01 16:16:06.769627+01,f
8642238,68efbd4c-f2ba-42ec-8ad7-8d92e00d56b2,Vaudou,175650,213000,"",0,,f
8229883,6b1c7697-5a7a-4dbe-8b00-0cac5a01246f,Until Monday,828703,258000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:52.169825+02,f
12889868,e61003ea-0d5d-48df-b53f-6fae37bb2bdb,Falling Star (Dub Mix PvD Edit),48339,396000,"",0,2011-11-01 06:54:27.361852+01,f
5930398,4c4265ed-9739-4d6a-997d-bf4c45012b88,Hvorhen,187812,189866,"",0,,f
4554731,0046945b-a554-4100-9f37-96ac2a4ea951,Pen Bran (Bran's Head),199457,,"",0,,f
12889870,706bc009-c8ec-4c9c-bce5-d958aaf70712,Falling Star (Instrumental Mix),48339,411000,"",0,2011-11-01 06:54:27.361852+01,f
8229818,2e74163f-579e-4147-88e1-2932ea04503f,Samurai (vs. Suzy Solar),501086,261000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:30:20.880551+02,f
12290757,6dcaac9e-eb36-445a-890c-8459ee19ce62,The Games People Play,761525,244760,"",0,,f
4632440,49fe555c-17dc-44d1-85fd-a96469916762,138,212213,235000,"",0,,f
4554743,75ae0354-ec1b-40d0-91d1-0df2bc17c501,Marwolaeth Gronw (Death of Gronw),199457,,"",0,,f
1750757,28f3fa23-90cd-4504-9d64-b64d9478142f,Go Solo,37921,276173,"",0,,f
5930382,87eb5181-b92f-4ef5-934e-93d61ab4b7f1,Jeg kommer når du fløjter,187812,183706,"",0,,f
72666,cd880fcc-1d07-4905-8da4-62aa995e0367,I Want You All the Time,5489,306000,"",0,,f
2069402,e7c6ecc3-4d69-4ac3-a0ae-a3fbab1c8012,All the Way Around (alternate),962,232466,"",0,,f
10320239,d8ab89f5-6eb7-40d7-b794-58a09fb49cbd,נכנסת לחיי,153623,,"",0,,f
13168470,e8a829ae-4794-4081-b813-a6cbb985846d,Лев умрёт за любовь,529441,156000,"",0,2012-01-21 00:06:54.291585+01,f
2899493,b14374e3-216f-42ad-ab0f-455e53e1b9a3,Everytime We Fall In Love,20422,246933,"",0,,f
10389436,891c82f1-e172-4583-bbaf-6de1205c464a,Ezin Ihesi Berlin (Where We Come From) (Rob Smith remix),136847,282533,"",0,,f
11256903,1b5054f0-cb65-421e-90ab-d2322b838cc6,T.N.T.,94820,536000,"",0,,f
2322703,ec861812-4915-477b-8cda-cb67e2641dac,You Set It Up,158469,254946,"",0,,f
8229824,6a4a862f-4cc2-4ac9-b7c6-d70d786a4baf,Feel (feat. Emma Nelson) (DJ Shog remix),55951,313000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:30:51.151527+02,f
4554740,02bdb7b8-df6a-4453-8808-2141960e16a5,"Arianhrhod-Morwyn Anhebygol (Arianhrhod, Unlikely Virgin)",199457,,"",0,,f
12290739,68237408-2ae3-41ba-84da-9414c44470f1,"Gottlob, dass ich ein Bauer bin",761525,111333,"",0,,f
547861,a2388ff1-dc63-485f-815e-ef70ff7cb38c,After the Dance (vocal),962,279733,"",0,,f
15194511,cd5e6def-1b51-45f4-b223-b9332128935a,"""An den Wassern zu Babel"", SWV 37",1206709,301000,"",0,2013-08-17 20:20:17.387859+02,f
5930426,4fbe5d00-5b6e-433e-b494-3640b7d5d468,Nogen gør det aldrig,187812,177466,"",0,,f
3818802,cd35a2c5-f6a3-43e6-a586-029b2516be03,Moonchild,79977,280226,"",0,,f
8642245,95530053-cecc-43af-912f-2fb6491cb144,Dans l'eau de mes yeux verts,175650,235000,"",0,,f
4632433,8bc86f24-3b0a-4e52-b465-52c84250f1d6,Push Away,212213,156000,"",0,,f
1583283,0d67dfce-dcf8-47c7-865a-1d8ba29c808d,혼잣말,112011,284013,"",0,,f
8229880,3358c899-4800-453b-af57-a014b4b9c345,Ride on a White Train (feat. Trixi Delgado) (Like a Hurricane),102097,188000,"part of a “Technics DJ Set, Volume 16” DJ‐mix",0,2013-05-12 20:31:43.673736+02,f
7345352,52e99bbd-ffde-4cb2-a49b-55b8ac88e804,Canter N.4,57588,438413,"",0,,f
10320247,354507d0-9741-4e77-82ba-3f5ab2967562,כמו שכתוב,153623,,"",0,,f
12290737,9bf5dcec-8dac-4f79-a199-ee19b7c1c752,Der Mai,761525,122760,"",0,,f
14066360,5699febd-bfc5-48d4-995f-1b8e9c0bfb07,Avio Muva,977507,438000,"",0,2012-10-08 19:49:27.166865+02,f
7345350,ea15b847-ba02-40a6-86eb-c99c9973c381,Improvisation N.1,57588,282546,"",0,,f
11152109,f7ab98d5-62eb-44c9-8eb1-806a851cf0a6,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 580. ""Ich spür' soeben, nebelnd um Felsenhöhe'"" (Die jüngeren Engel) - ""Freudig empfangen frei"" (Chor seliger Knaben) - ""Hier ist die Aussicht frei"" (Doctor Marianus)",1139422,67266,"",0,2013-03-14 18:49:54.801241+01,f
15194515,01a2f18e-38cd-447b-bd84-f332fab44313,"""Alleluja! Lobet den Herren in seinem Heiligtum"" SWV 38",1206709,430000,"",0,2013-08-17 20:20:17.387859+02,f
4721882,d68d217c-2f0a-4168-a5c7-9ada0c9dfed5,12Th Planet,78207,234200,"",0,,f
14066368,68b29fc8-02be-4c58-a5b8-1cecd039365e,Oscilate on Opiate,977507,290000,"",0,2012-10-08 19:49:27.166865+02,f
5930434,2357eae5-4c0e-49e8-8192-e4c1eff543ff,Der er dejligt i Provinsen,187812,169240,"",0,,f
8642240,5aad7f73-f34e-4407-8a26-39ab7beca989,On parle des yeux,175650,233000,"",0,,f
11152093,60a2ad2c-a59d-4f1d-a46c-05c58e0cc8ba,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 1. ""Veni, creator spiritus""",1139422,81493,"",0,2013-03-14 18:49:54.801241+01,f
10238874,21985d93-8823-4a99-9590-4c7678998a79,Draumespor,132349,192546,"",0,,f
3062929,4b5c2b19-5deb-4130-b86b-f0bb65b636ca,Das ist mein Lied,51778,149427,"",0,2011-11-04 17:04:11.845408+01,f
5930386,38285cc2-bdec-452b-9fab-5ab6706962a4,Ud at kiggelytte,187812,194106,"",0,,f
547850,cfa92f37-ecc9-43c4-80c0-bb90833858c6,I Want You (vocal),962,274893,"",0,,f
11485627,2c7337e8-9e30-4100-ac78-b16de93b08ff,Dwelling in the Real World,60455,270000,"",0,,f
12290754,5c8c843f-0588-4cf0-899d-656bec4d86f2,Ballade vom Schinderhannes,761525,313426,"",0,,f
3062916,36c983a7-9191-4abe-8906-e33d9eafa961,C'est ma prière,51778,185600,"",0,2011-11-04 17:04:10.806773+01,f
7358173,c66f2863-bd09-409f-9e25-807a50868ca2,"Symphony No. 13, BVN 319 ""Undertro"": Samme tempo (vildt) (Same Tempo (Wildly)) -",471912,239440,"",0,,f
4554736,11e79fc3-fe4e-456f-b9da-ae6c11c7345b,Hudolaeth Llwyd (Enchantments of Llwyd),199457,,"",0,,f
5271169,f45256f3-f270-4042-97bb-548cf8a45dbd,Secret Weapon,204412,190280,"",0,,f
3062923,07cfcec0-383a-4fe1-acb6-ba0900f9e9df,Nous irons à Sligo,51778,189173,"",0,,f
1880906,dc19e2a7-8419-49bc-810b-cd142298851c,In the Flow,9503,270266,"",0,,f
280585,da991701-99b7-47f0-9632-dfe94fba6252,Black Betty,11340,245666,"",0,,f
1750753,c629a44a-6b37-45a5-b74c-b302fd04647b,Melody for a Memory,37921,295040,"",0,,f
